,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
350,Sophie accepts some quince from Noah. Noah has left the quince in a basket on his terrace and the twins can pick it up any time. The twins are in college. Noah's son is in the military. He is still single but reportedly not gay.,Sophie is interested in the quince that Noah talked about the other day. William went to collect the rest of them for Sophie. The twins will be on their way from Notts tomorrow afternoon and passing Windfield. They will take the quince from Noah's terrace.,36.96,13.33,19.57,87.81,27.75
351,"Harry goes to Ikea. He will buy some furniture, frozen cake and a bag of meatballs for Sarah. Harry will use Sarah’s Ikea Family card.","Harry is going to Ikea. Sarah will buy him white table cloth 120 cm x 140 cm, two medium size wardrobe organizers (the ones with grey flowers), one wooden spatula and three bottle cleaners.",23.33,6.9,20.0,87.06,23.35
352,"Cindy is sad, but doesn't want to talk about the reason. Ellie hasn't seen the funny video that went viral. ",Cindy sends a video to Ellie.,28.57,0.0,21.43,91.07,47.07
353,Jannet thanks Nadia for coming to her place yesterday. Nadia enjoyed the party and is still in a dancing mood. They are going to the disco next time.,Jannet and Nadia are having breakfast. They woke up 20 minutes ago and will eat something too. Jannet and Nadia had fun yesterday.,27.45,0.0,11.76,89.91,40.22
354,Jeff and Mark are amazed by his car. They bet 100 dollars who gets to drive it first.,Mark bought a new car from Jeff. He will drive it over his dead body.,36.36,6.45,24.24,89.04,35.06
355,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",Ann congratulates Sue and Julie on their work together.,32.0,17.39,32.0,90.6,44.3
356,Kathy had her hair cut.,Kathy's aunt is getting her haircut today. Olivia's hair looks nice.,33.33,0.0,33.33,93.01,58.56
357,"Claudia, Andy and Mark stayed after hours at Mr. Benson's request. Mr. Benson is currently discussing a contract with a new client in Per and he wants to organize their work remotely.",Mr. Benson is in Peru discussing a contract with a new client. Mr. Benson needs to discuss a couple of matters: Andy's work while he's gone and things I need from you asap.,55.88,27.27,35.29,89.11,35.47
358,"Jane thinks Den's mum needs to get out more, so Den suggests to invite her for tea, fish and chips on Friday after work.",Jane's mother texted Den about crying over this morning. Den will bring fish and chips home after work.,40.91,14.29,36.36,89.52,37.92
359,Mum is at school in front of the door. Ludo's rooms is 112 and his class is class 3. The same goes for Hugo and Charles. The building is big and has a big garden. The meeting is about to start.,Mum is in room 112 with Hugo and Charles. Ludo has to go to the meeting.,41.38,14.29,34.48,90.36,42.9
360,Chandler asks Phoebe to open the door and pay the delivery guy standing outside his door.,Chandler wants Phoebe to open her door and pay the delivery guy standing outside her door.,81.25,60.0,81.25,96.85,81.36
361,Max's sister is studying in Shanghai and she already speaks Chinese. She doesn't find the whole experience amazing but she believes it's a good investment.,Max's sister is studying in China.,34.29,30.3,34.29,91.82,51.53
362,Russ received David's report but hasn't read it yet.,Russ hasn't read the report he emailed yesterday. Russ will look at the report in a moment and send her some comments.,29.41,12.5,23.53,91.47,49.46
363,Ben won't go with Catherine to visit uncle Steve. He will visit her and the boys. ,"Catherine wants to visit uncle Steve. Ben doesn't want to, because he's angry at everybody. Ben can visit Catherine and play with them some other day.",48.89,13.95,35.56,91.14,47.48
364,"Kaya is looking for Clay, who is in the classroom.",Kaya is looking for Clay in the classroom.,88.89,75.0,88.89,94.95,70.06
365,Alice and Sean will wash the car on their way tomorrow.,Sean won't be able to take his car to the carwash because it's dirty. He and Alice will have the report tomorrow.,40.0,0.0,22.86,91.65,50.5
366,Julia will be waiting for Bert with the dinner. Bert is coming home around 8.,Bert is getting home at 8 o'clock. Julia will try to get there on time.,38.71,13.79,25.81,90.46,43.45
367,Steve is happy that he got a new dishwasher installed.,The dishwasher has been installed for Steve.,35.29,0.0,23.53,94.5,67.42
368,Michelle is still researching and Harvey cannot wait all day for the update. Michelle can't see most of the things as it's black hat and it installs bugs on her computer.,Harvey is looking for an update for his computer.,23.81,0.0,19.05,88.67,32.86
369,Joy is coming back on Thursday.,Bill and Joy miss each other. They will meet on Thursday.,35.29,13.33,35.29,89.43,37.38
370,"Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe.","Henry wants to reserve a table in cafe Kohaku, but he can't find them anywhere. The cafe's Facebook page disappeared. Julia and Henry went to Lilly's cafe in the tourist district.",40.48,9.76,26.19,89.63,38.53
371,Olivia has to sort out her accounts and upload a few videos on YouTube. Jake is complaining that Sony Music tried to appropriate his own music.,"Olivia doesn't have any plans for the day. She should do her accounts, at least get all the incoming and outgoing invoices sorted by months. She also has some videos to upload to YouTube. Olivia doesn't do much post-production.",29.41,3.03,17.65,88.05,29.19
372,Emily's a guest at Linda's house. She broke one of Linda's green tea cups when she was cleaning the cupboards. Linda doesn't like them and she offers Emily the whole set.,Emily broke one of Linda's green tea cups and brushed it off the table with her skirt.,41.51,27.45,41.51,90.05,41.02
373,Camilla and Tom will go to Dublin this weekend.,Tom and Camilla are going to Dublin for 2 days this weekend.,66.67,21.05,47.62,96.72,80.58
374,"Stella doesn't want to visit Sandra because she doesn't want to get infected by Sandra's disease. Sandra's doctor prescribed her effective medicines, so she will be fine soon. Stella wants to take Sandra to the cinema for some action movie when she recovers.",Stella wants to visit Sandra but she didn't want to get infected by the disease Sandra has been carrying. Sandra is getting better every day but there's still something left. Sandra has some effective medicines now and all the drugs that doctors have prescribed to her were useless. Sandra will look for an action movie for Stella.,54.72,23.08,39.62,91.74,51.06
375,Harley and Ruby are discussing the divorce filing. Harley and Ruby agree there are always two sides.,Harley's wife is taking him to the cleaners.,15.38,0.0,15.38,88.68,32.94
376,Ken feels stressed because of work and fighting with Brad. There is also too much going on at mom's. Ken is going to a show on Saturday night. On Sunday Ken is seeing the grandkids at the zoo.,"Ken is stressed at work, fighting with Brad and seeing the grandkids on Sunday at the zoo.",60.71,29.63,42.86,93.18,59.61
377,It's derby day today. Titus supports Manchester United. Julius supports City.,It's Derby Day today. Julius and Titus are supporting Manchester United.,75.0,45.45,66.67,95.54,73.57
378,Addisyn hasn't talked to Dexter for a long time and he thinks she doesn't love him anymore.,Dexter and Addisyn haven't talked for a long time. They miss each other.,54.55,25.81,42.42,93.15,59.44
379,Jason had a dental appointment today and that's why he was absent.,Jason was absent today because he had a dental appointment.,78.26,38.1,43.48,95.8,75.14
380,Cindy has made arrangements for today's meeting at 2 pm in the conference room. She also organised flights and hotel for next week's trip. Don is appreciative. ,"Cindy has a meeting with management board today at 2 pm in their conference room. She will bring some tea, coffee and snacks. Andy saw the agenda and didn't read it. Cindy booked her plane tickets and the hotel.",40.58,17.91,34.78,90.73,45.07
381,Samuel ordered a smoke.,Samuel ordered a mushroom pizza. The owner bribed the police in Laos.,37.5,28.57,37.5,91.53,49.82
382,"Mike considers going to Egypt for holiday. It's too hot for Celia, she suggests Croatia instead. Mark likes the idea, he's never been there. ",Celia and Mike want to go to Egypt for holidays.,27.78,11.76,22.22,90.04,41.01
383,"Jasmine loves Charlie Puth and his new song. Paola thinks Charlie Puth is attractive. Paola likes the song ""Galway Girl"" by Ed Sheeran.",Jasmine sent Paola a video of a new song by Charlie Puth.,40.0,12.12,28.57,92.04,52.81
384,Jaz will come to dye Sharon's roots on Sunday at 2.30.,Jaz will pop in and sort out Sharon's roots. Sharon can't get to the salon this week. Jaz will pop in her calendar.,31.58,16.67,26.32,89.36,36.94
385,Pete will be home for lunch in about 20 minutes.,Pete will join Ann for lunch in 20 minutes.,73.68,47.06,73.68,95.22,71.65
386,Laura wants Kas to tidy up her dreads this weekend. Kas will let her know tonight if she is available.,Kas will check his schedule with work and let Laura know if he can tidy up Laura's dreads for her this weekend.,55.81,14.63,27.91,91.76,51.15
387,"Jill did 20 or 30 so far, 3-4 per day, 40 or 35 hours, so the same as Ally.",Jill has worked 20 or 30 hours. She can't do more than 3-4 per day.,48.65,28.57,43.24,91.11,47.33
388,James and Mia want to go to an art exhibition tomorrow. James wants Amelia to go with them but Mia isn't sure about it. James and Mia will go to his place afterwards.,James and Amelia will go to the philosophy lecturer's art exhibition tomorrow. James and Amelia will go to Amelia's place afterwards.,52.63,32.73,49.12,93.45,61.17
389,Chae-yeong and Arthur inform Mariana that the readings for the next session of Stephen's seminar weren't available in the print shop on Monday. Rita decides to go and chcek if the situation's changed tomorrow and she'll let everyone know.,The readings for the next session of Stephen's seminar are not in the print shop. Arthur and Chae-yeong didn't go to the printer shop on Monday. Mariana will let them know if the texts are available tomorrow morning.,70.59,38.55,44.71,92.58,56.04
390,"Ost bought a garage place for a good price. He intends to rent it out. He thinks it will be a better deal than keeping savings in the bank. The prices of garage place in Belgrade will grow as there are more and more vehicles.

",Ost bought a garage in the centre of Belgrade. It's a good idea for Vesna to rent it out.,49.23,25.4,30.77,90.66,44.64
391,Hania has been traveling for 3 hours already. She will get there around 7pm. Julia will order takeaway pizza for her. ,Hania has been on the road for 3 hours. She will be in Zawiercie around 7 pm. Julia will pick her up from the platform.,59.57,40.0,59.57,92.92,58.04
392,Kaylee is blocking Gavin and Gavin doesn't care as he finds Kaylee too much irritating.,Kaylee is blocking Gavin.,40.0,33.33,40.0,91.75,51.14
393,Marika is coming today.,Lara is coming today.,75.0,66.67,75.0,97.55,85.48
394,"Mazie and her girlfriends are having a drink tonight. Lee doesn't like some of her friends, for example Sheryl. Lee had spilt a drink on her.",Mazie and other girls are having a drink tonight. Lee will stay away.,40.0,31.58,40.0,91.28,48.33
395,Erin has just baked something that Zachary finds delicious. Zachary wants her to bring him a piece of it as now he's busy cleaning. ,Erin has just baked a babe. Zachary will bring him a piece of it later.,55.0,42.11,55.0,92.21,53.85
396,Joseph was happy with two of the three hotel job interviews he had this week.,Joseph had three job interviews in two days. Joseph was interviewed for a job at a hotel. Joseph is going to be a concierge.,41.03,10.81,20.51,92.1,53.21
