,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
735,亚历翰卓和卢斯将在两周后首次会面。卢斯已经很了解亚历翰卓了。他们无话不谈。卢斯会在12月20日下午4点到那里。亚历翰卓会去接她。,亚历杭德罗和卢兹将在两周后见面 他们已经见面三个月了 他将于12月20日下午4点接他们,50.0,34.04,47.92,79.08
736,山姆在fifa开启了职业生涯模式。,Sam在Fifa开始了职业模式,69.57,47.62,69.57,75.05
737,伊森会请达米安吃烤肉串，达米安今天过得很糟糕。,达米安想让伊森给他买烤肉串 因为他饿了,41.03,27.03,30.77,75.31
738,亚当已经六个月没去看他父母了，他明天过来。他的航班将比原定时间晚一个小时降落。汉娜会告诉爸爸的。,亚当刚收拾好去机场的飞机 他不到24小时就到,21.88,6.45,18.75,62.93
739,马修感冒了，他要喝些橙汁，然后去睡觉。,马修感冒了 需要每个人的支持 Lisa建议他休息休息,37.84,22.86,32.43,68.76
740,乔伊斯想开凯尔的车去接哈里，凯尔要把车送去修车厂。乔伊斯不想让哈里坐公共汽车。凯尔同意去接哈里。,凯尔会搭巴士去接哈利,18.52,11.54,18.52,70.97
741,贝利有很多衣服，但她一直在买新的，甚至还得在宜家多买四个装衣服的盒子。米凯拉也有同样的问题，但她只需要多买一箱。,贝利的衣柜太小了 织物正在爬到架子上,17.65,3.03,14.71,61.56
742,托比在浪漫的周末向苏珊求婚，地点是海边一家舒适的旅馆。,他们住在海滩附近的一家四星级酒店 托比向梅丽莎求婚了,40.0,12.5,20.0,72.67
743,伊娃在参加一个聚会，而奥莉维亚正在照顾她的女儿林塔。伊娃马上就走，去接林塔。,Olivia和她孙女玩得很开心 她一小时后就走,19.61,4.08,15.69,59.46
744,劳拉和杰克约好见面，杰克迟到了10分钟。,杰克迟到十分钟 劳拉会在里面等,58.06,34.48,38.71,75.41
745,米歇尔不赞成当代女权运动。,Melissa不赞成男人像猪一样 随时抓住她,22.22,16.0,22.22,59.81
746,弗兰克斯告诉佐伊他爱她。,Zoe给Frank发了个视频,0.0,0.0,0.0,52.33
747,乔茜觉得艾柯的小说《福柯的钟摆》书呆子气。乔茜很想读意大利的艾柯，但她对自己的语言能力没有把握。斯特凡诺认为艾柯的两部小说很难。乔茜读过萨勒曼拉什迪对《福柯的钟摆》的一个负面评论。,斯蒂芬诺和乔西正在讨论福考尔的Pentulum 。 福考尔的Pentulum是八十年代设定的。 乔西读了萨勒曼·拉什迪对Pentulum的回顾。,30.4,9.76,24.0,69.01
748,埃文明天不能来上课，因为他得了流感。,埃文明天要取消他的课 因为他得了流感,72.73,64.52,72.73,83.83
749,他们将在今晚9点左右见面，在城市公园参加一场免费音乐会。,"卡蜜儿,派翠克和阿曼达 今晚9点要去市公园听音乐会",40.82,29.79,40.82,69.18
750,鲍比最讨厌制药公司，他认为他们发明了疾病，为了赚钱。他发现有一家公司在卖薄荷糖作为治疗一种并不存在的疾病的药物。,Bobby对制药公司将薄荷作为医药产品出售感到不快。,27.4,14.08,24.66,67.49
751,格雷格把他的统计笔记发给了戴夫。,格雷格没有任何统计记录,46.15,25.0,46.15,69.42
752,萨莉不出去，因为她觉得不舒服。,莎莉不想马克加入她 因为她不舒服 马克会来接她,47.06,31.25,47.06,73.83
753,桑迪要去跑步。她将在上午11点后与乔伊见面。莉娜和乔伊觉得这些裙子不合适。乔伊会等桑迪的。,"乔伊和桑迪在星期五早上11点去跑步 乔伊会迟到,因为她得去外面洗个澡",50.7,20.29,25.35,71.72
754,下雨了，所以瓦尔和坎迪要等半小时才走。,下雨了 Val和Candy会等半小时 看是否停了,48.48,32.26,48.48,70.8
755,苏茜找到了橡皮膏，特德把它们保存到早晨。,Ted洗完澡后早上还留着石膏,13.33,0.0,6.67,61.34
756,玛丽和莉莉会facetime软件上给凯尔打电话。,Lily和Mary十分钟后会打电话给Kyle,41.38,14.81,34.48,62.46
757,哈里明天晚上8点要去参加泰勒的聚会。,"泰勒的父母不在,10人已经确认,哈利将加入泰勒。",27.03,11.43,21.62,65.47
758,托马斯、谢拉和杰里米仍然没有收到赠款。托马斯破产了，每小时都要查看他的银行账户。塞拉提出借钱给他。,Tomas破产了 每小时查他的银行账户 Sierra会借给他一些钱,51.52,34.38,48.48,71.04
759,卡米拉周六有一些差事要办。查尔斯本周末将访问德国市场。他们正在谈论圣诞食品和饮料。,Charles和Camilla本周末要去德国市场,36.0,20.83,28.0,67.7
760,帕梅拉会去他们的网站申请rgs补助。佐伊和西拉去年申请了，但是他们并不幸运。有时候必须是会员才能申请。,Pamela、Zoe和Xiara申请了RS赠款。,14.55,7.55,14.55,58.75
761,科林告诉艾娃，她身高158厘米，比一般企鹅还矮。,艾娃比企鹅还矮,53.85,33.33,53.85,75.44
762,乌苏拉的法语考了93分，沃恩考了65分，但还是通过了。,厄苏拉的法语考试有93分,48.48,38.71,48.48,76.18
763,今天学校有个演习。,今天学校发生紧急事件 三个引擎和一辆救护车失踪了,32.26,20.69,32.26,68.9
764,佩里、马洛、珍妮特和福斯特讨论他们的假期计划。马洛想去亚洲，其他人会考虑他们是否加入。朋友们将在明天晚上8点开会讨论这件事。,马洛、派瑞、珍妮特和福斯特 明天晚上八点会聚,40.0,27.4,40.0,74.05
765,客户经理换上了西装。他要给客户演示。李预购了数字ros ce并获得了额外的游戏内容：风暴英雄的翅膀和恶魔猎手。,安迪想拍照 几周后取笑他,3.45,0.0,3.45,54.95
766,玛雅要鲍里斯把挂在外面的衣服拿来。布赖恩会去的，因为鲍里斯现在不在家。,鲍里斯现在不在家 他会让布赖恩处理外面挂的衣服,66.67,46.15,33.33,77.54
767,巴里、戴夫、凯利和杰克将于12点在校园附近集合，参加妇女罢工。,"巴里,杰克,戴夫和凯利 中午在校园开会 参加妇女罢工的游行",70.59,44.9,58.82,84.45
768,劳雷尔和约翰明天下午5点在杰德斯店见面，为戴安娜买生日礼物。戴安娜的生日在星期六。,约翰想和劳蕾尔一起去 买戴安娜的生日礼物,49.12,29.09,31.58,73.86
769,瑞秋新养了一只暹罗猫，一只叫波西亚的母猫。瑞秋发现他对猫过敏。她在打喷嚏，有皮疹和其他过敏反应。她服用的药物似乎有帮助。亚当安慰瑞秋。,Rachel有一只叫Portia的新猫 她正在吃药阻止它,25.97,5.33,20.78,65.58
770,马克正在计划婚礼后的一个庆功会。第二天在他们家举行。,"马修,克里斯蒂娜和巴特 计划第二天去参加马克的婚礼",42.55,22.22,29.79,68.56
771,戴安娜和拉塞尔在给妈妈买礼物。,Russel和Diana要给妈妈买礼物,58.33,45.45,58.33,72.51
772,艾米有严重的中风预兆，佩妮、欧文和尼尔想亲自见她。,"Owen,Neil和Penny正在讨论Amy的关系",11.76,0.0,5.88,52.04
773,瑞秋和伟一起去博物馆。然后他们将去酒吧。瑞秋将第一次见到伟的朋友。,Wai和Rachel要去博物馆 他们四点在大门口碰头,29.17,17.39,29.17,63.91
774,罗伯特出城了。,罗伯特不在城里,61.54,36.36,61.54,79.55
775,多萝西娅正在城里和汤姆一起吃生日晚餐。埃琳娜在周六的派对上和多萝西娅约会。,今天是多萝西娅的生日 她要去见汤姆,35.29,20.41,23.53,69.58
776,茱尔斯和德里克明天没有课，因为是星期五。,朱尔斯和德里克明天要上课,60.0,50.0,60.0,79.09
777,安斯利病了，所以她现在不能帮简写论文。,安斯利每两秒钟就会感冒打喷嚏 简会帮她写论文,47.37,22.22,36.84,68.1
778,费莉佩觉得莉蒂亚的腿很迷人，她已经在健身房锻炼了好几个月。,莉迪亚的腿真厉害,22.86,12.12,22.86,69.39
779,米克从来没有做过交换生，但阿姆卡做过，米克本来打算去伦敦过万圣节，但因为奶奶的身体原因，他没有去。阿姆卡也会留下，米克给阿姆卡讲了波兰的万圣节习俗。,Amka的祖母有健康问题。 Mick和Amka将于11月1日前往水泥厂。,4.44,0.0,4.44,57.9
780,杰西和卡琳一起去了幼儿园。,杰西和卡琳在幼儿园见面,69.57,57.14,69.57,85.82
781,凯尔告诉梅裙子还没做好。,Cael还没穿完衣服呢,21.05,11.76,21.05,66.47
782,菲奥娜爱上了他的学生康拉德。,菲奥娜对她的老板很生气 菲奥娜要她的老板告诉她他要做什么,30.0,10.53,25.0,68.04
783,刚果的情况很糟糕，因为它的资源和政治。,"刚果局势非常可怕,涉及的钱太多了,埃博拉、战争、民兵、钻石和选举都没有得到妥善解决。",15.09,3.92,15.09,67.5
784,玛格丽特和埃文斯计划在4日10点和11日11点会面。他们两人都不确定下一次见面的时间，所以他们会在晚些时候定一下约会的日期。,"12月,玛格丽特和埃文斯将在10: 00或11: 00左右的第四和十一日举行会议。",37.21,16.67,32.56,70.96
785,布拉德利工作太忙，现在不能和乔安妮说话。,Joanne想和Bradley谈谈 但他忙着工作,26.67,7.14,13.33,62.85
786,皮特有个面试。他的妻子艾莉丝很高兴，因为她的父母很高兴她找到了一个体面的男人。她开玩笑说他很有名。,爱丽丝的丈夫出名了 皮特一小时后回家,22.58,3.33,12.9,62.18
787,艾瑞丝准备节省一笔费用。肯已经解决了这个问题。朱莉娅以后会再被计入费用。热拉尔多会要求提前离开的人留在splitwise小组，直到月底。乔治会留下。,"Iris试图将自己从涉及离开该团体的人的费用中扣除,这样它就不能再编辑了。如果你想改变这一费用,你必须首先将这个人重新加入到你的团体中。Luke必须删除这笔费用并重新添加。",23.7,9.02,11.85,62.2
788,欧拉八点前应该有空，库尔特要她打电话给他。,奥拉八点就自由了 库尔特会打电话给奥拉,54.05,40.0,54.05,76.11
789,康尼在网上找不到足够的资料来写论文。菲兹建议他去图书馆看看。,科尼做了一些研究 却什么都没发现 菲兹建议科尼去图书馆,33.96,23.53,33.96,71.24
790,通过看照片，阿尔奇认为梅兰妮卷发更好看，路易斯不同意。,路易和Archie分享了梅兰妮的照片,37.84,22.86,16.22,67.66
791,卡莉和辛迪觉得她很傻，因为她问了他。,Carly和Cindy对她的愚蠢行为感到震惊,20.0,0.0,20.0,60.11
792,柯尔斯顿提醒亚历克斯 ，青年组本周五晚上7点集合，去打保龄球。,柯尔斯登和亚历克斯 本周五七点要去打保龄球,68.09,48.89,68.09,82.22
793,一个萨姆喜欢的男孩没有和她说话，但是凯西劝萨姆说他喜欢她。萨姆明天会和那个男孩说话。,"山姆不认为他喜欢凯茜,他很害羞,当她不见他的时候,他看着她,山姆明天会和他谈谈",35.14,16.67,29.73,73.58
794,杰茜梦见自己是驯狮员，林恩认为梦是有意义的。查理读到过，梦中的陌生人其实是我们曾经见过的人。,Jess昨晚梦见她是驯狮师。她今年夏天会去非洲。Lynn认为梦能告诉我们一些事情。她认为她梦中的马戏团主人可能是住在她邻居附近的绅士。,32.32,16.49,28.28,69.26
795,腹腔疾病使谷蛋白无法消化。查尔斯最近觉得肚子胀胀的，体重增加了。莫妮卡不吃乳糖了，查尔斯去验血了。,"查尔斯患有肠胃疾病,这使他无法消化营养素或对营养素过敏。他觉得对营养素过敏。Monica最近感到奇怪,虽然她不怎么吃东西,但肿胀和体重增高。",38.83,19.8,25.24,73.08
796,尤利西斯和彼得得了a，朱莉娅得了b。成绩要在课程页面上查。,尤利西斯得了A 茱莉亚得了B 玛莎可以检查课程页上的成绩,69.23,40.0,57.69,78.76
797,拉尔夫给安德鲁讲了个笑话。,拉尔夫给安德鲁发了一个笑话 关于沉没波兰战舰。,66.67,51.61,66.67,85.0
798,琳达没赶上火车，下一班一小时后就到了。返回阿姆斯特丹的费用是80欧元。,琳达错过了火车 下一个一小时后到,52.17,31.82,47.83,71.75
799,玛莎喜欢奥菲莉娅的眼镜，想买类似的，奥菲莉娅是从crazy lens上买的。,Martha想从Ophelia的简介照片里买眼镜,30.0,5.26,15.0,62.11
800,琳达想给她妈妈买花，问迈克尔她喜欢哪种花。迈克尔建议琳达买小苍兰。,琳达想给她妈妈买花 她去花市了,50.0,38.1,50.0,76.78
801,蒂姆要迟到了，大约20点到达。他让加里聊点其他的，尽量把主要的报告延后。,加里会来提姆的演讲,20.0,5.26,15.0,62.08
802,马库斯会在下午四点去机场接马克，安娜会给马克打电话，告诉他马库斯的电话号码。,周四下午3点 Anna会从机场接Mark Marcus开会 Anna会打电话给他 给他Marcus的电话号码,57.58,28.12,48.48,72.18
803,莱万多夫斯卡得了麻疹。从17号到19号，所有和她接触过的人都在主楼接种疫苗。,"勒万多斯卡医院住院是因为她得了麻疹。自从上个学期以来,她从未见过她。乔安娜在18号上班前会尝试接种疫苗。",42.5,20.51,40.0,73.96
804,路易莎会把她的红丝绒连衣裙借给西尔玛。,露易莎会带红丝绒礼服来,41.38,29.63,41.38,79.23
805,梅根和约瑟夫将乘约瑟夫的车去看歌剧。,约瑟夫会开车去歌剧院,51.85,32.0,51.85,78.01
806,卡尔在等梅格，她找不到钥匙，要迟到了。,卡尔在等梅格 梅格丢了钥匙,64.29,46.15,57.14,77.83
807,本正在休息，不太爱说话。金今晚想见本，但他得改天再约。,金和本今晚要吃披萨和可乐,22.86,6.06,17.14,62.14
808,斯坦·李死了。,斯坦利活得好好的,30.77,18.18,30.77,67.87
809,玛丽亚厌倦了她的工作。,玛利亚厌倦了她的工作,90.0,77.78,90.0,93.88
810,瑞安航空取消了很多航班，这影响到了艾琳、卢克和艾娃。,Ryanair取消的航班影响400 000名乘客。,33.33,17.65,33.33,69.89
811,瑞秋的姨妈出了意外，她现在在医院。她只是受了点伤。肇事者将支付善后费用。,"瑞秋的姨妈出了意外,她伤势严重,但没事 有人超速超速,没看到红灯,他会付康复费",42.42,28.12,42.42,72.15
812,莫妮卡两个月前在一个办公室派对上和罗斯发生关系，她怀孕了，但没告诉罗斯，罗斯已经结婚了。,Monica喝醉了 和Ross变得非常友好,7.69,0.0,3.85,54.56
813,卢克明天下午2点22分要去冲浪。,"卢克今天被踢得屁滚尿流。 头部有3个擦拭机和1个冲浪板。 低潮时间是明天下午2点22分。 埃里克认为中潮一般是最好的。 卢克希望看到岩石,但不想撞到岩石。",30.0,23.08,25.0,70.65
814,本杰明周五晚上没有来看篮球赛。亚历克斯支持的球队以101比98获胜。本杰明的妈妈得了流感，他在照顾她。本杰明宣布参加下一场篮球赛。,"Benjamin不能参加周五晚上的篮球比赛 他妈妈病了,他正在照顾她",46.34,22.5,36.59,70.63
815,晚上七点半在频道三开始试镜。,下午7时30分在Antena 3开始试镜。,38.46,25.0,38.46,85.42
816,玛尔塔不小心发了一份文件。,玛尔塔不小心在韦罗尼卡的画廊里 点击了一些东西,47.06,37.5,47.06,77.19
817,在伯明翰有一场与詹姆斯·查尔斯的见面会，有8000人参加。,"在伯明翰的一家商场与詹姆斯·查尔斯会面并打招呼,约8000名球迷前来参加。 科拉惊讶地看到一个“几乎未知的”Youtuber聚集了8000人。",54.05,33.33,45.95,75.65
818,雷切尔发来了一份2018年最佳50部电影榜单。包括《死侍2》和《复仇者联盟》在内，贾尼斯几乎看了一半。,珍妮丝几乎看了50部2018年50部最佳电影,42.11,25.45,24.56,71.08
