model,test_index,ref_event_id,model_event_id,alignment_score,weak_match,ref_speech_act,model_speech_act,ref_speech_category,model_speech_category,ref_intended_meaning,model_intended_meaning,ref_actor,model_actor,ref_action,model_action,ref_object,model_object,ref_recipient,model_recipient,ref_evidence,model_evidence,intended_similarity,action_similarity,evidence_similarity,error_type
qwen27b,67,4.0,4.0,0.715600613154961,False,confirmation,confirmation,agreement_confirmation,agreement_confirmation,Steven agrees that the main entrance is a good meeting place.,Steven confirms the main entrance as the meeting point.,Jane,Steven,wait,confirm meeting location,main entrance,main entrance,Steven,Jane,main entrance is good for me,main entrance is good for me;-),0.5724137931034483,0.049999999999999996,0.9822033898305085,
qwen27b,67,1.0,,,,concern,,,,Jane thinks the trip may take at least 3 hours and does not want to be late.,,,,take at least 3 hours,,trip,,,,google maps says it is at least 3h it's almost 300km,,,,,omitted_reference_event
qwen27b,67,,3.0,,,,inquiry,,,,Jane asks for confirmation of the meeting location.,,Jane,,ask for meeting location,,meeting spot,,Steven,,I will wait at the main entrance or where?,,,,extra_model_event
qwen27b,78,2.0,1.0,0.7717278511992169,False,request,request,question_request,question_request,Fiona asks Tina to help her make the tart.,Fiona asks Tina to assist her in preparing a tart for Chris.,Tina,Tina,help make,help prepare,tart,tart,Fiona,Fiona,Could help me do it?,Could help me do it?,0.5910364145658263,0.5583333333333333,1.0,
qwen27b,78,3.0,2.0,0.9013179916317993,False,acceptance,commitment,agreement_confirmation,commitment_plan,Tina agrees to help Fiona make the tart.,Tina agrees to help Fiona make the tart.,Tina,Tina,help,agree to help,tart preparation,tart preparation,Fiona,Fiona,Sure! It's not difficult.,Sure! It's not difficult.,1.0,0.4897058823529412,1.0,
qwen27b,78,1.0,,,,plan,,,,Fiona wants to prepare a nice dinner for Chris using Tina's tart recipe.,,Fiona,,prepare,,Tina's tart,,Chris,,prepare a nice dinner for Chris prepare this tart of yours,,,,,omitted_reference_event
qwen27b,78,,3.0,,,,status_update,,,,Fiona reports that she has already purchased the crust.,,Fiona,,bought,,crust,,,,I must admit I bought the crust...,,,,extra_model_event
qwen27b,78,,4.0,,,,advice,,,,Tina explains the technique to avoid making scrambled eggs when adding eggs to the filling.,,Fiona,,mix continuously,,eggs,,,,"once you start adding eggs you can't stop mixing it, otherwise you'll end up with scrambled eggs.",,,,extra_model_event
qwen27b,86,1.0,1.0,0.3899723036819811,True,preference,proposal,other,suggestion_invitation,Nathalie wants a classy New Year's Eve plan.,Nathalie suggests attending an opera for New Year's Eve.,Nathalie,,prefer,propose,classy New Year's Eve plan,opera,,,something classy,"I was thinking about something classy, like opera or sth like that",0.5228823529411765,0.16153846153846155,0.32229965156794427,
qwen27b,86,3.0,2.0,0.5849498327759197,False,suggestion,rejection,suggestion_invitation,refusal_cancel,Olafur suggests partying instead.,Olafur rejects the opera idea and suggests partying instead.,"Nathalie, Olafur and Zoe",,party,reject and propose,New Year's Eve,opera,,,I was thinking about partying somewhere,opera is not for me I was thinking about partying somewhere,0.6483870967741935,0.0608695652173913,0.7373949579831932,
qwen27b,86,4.0,3.0,0.7504813901608549,False,suggestion,suggestion,suggestion_invitation,suggestion_invitation,Zoe suggests the Breakfast at Tiffany's party as a classy option.,Zoe suggests a specific party at Breakfast at Tiffany's.,"Nathalie, Olafur and Zoe",,go to,suggest,Breakfast at Tiffany's party,Breakfast at Tiffany's party,,,Breakfast at Tiffany's party sounds classy,Breakfast at Tiffany's party sounds classy,0.6748347107438017,0.11666666666666665,1.0,
qwen27b,86,5.0,5.0,0.7163870967741937,False,decision,decision,other,other,Nathalie decides they will go to Soho.,Nathalie confirms the group will go to the Soho club.,"Nathalie, Olafur and Zoe","Olafur, Nathalie, Zoe",go to,decide to go,Soho,Soho club,,,we'll going to Soho then,this club is AMAZING we'll going to Soho then,0.6361990950226244,0.6435294117647059,0.7077639751552796,
qwen27b,86,6.0,6.0,0.627871198568873,False,commitment,commitment,commitment_plan,commitment_plan,Olafur says they need to buy tickets soon.,Olafur commits to buying tickets immediately.,"Nathalie, Olafur and Zoe",Olafur,buy,buy tickets,tickets,tickets,,,buy some tickets soon,we just need to hurry up and buy some tickets soon,0.4797208538587849,0.5833333333333334,0.5537089201877934,
qwen27b,86,2.0,,,,refusal,,,,Olafur rejects opera as the New Year's Eve plan.,,Olafur,,reject,,opera,,,,opera is not for me,,,,,omitted_reference_event
qwen27b,86,,4.0,,,,suggestion,,,,Olafur proposes an alternative club in Soho.,,,,propose,,club in Soho,,,,<file_link> is it classy enough?,,,,extra_model_event
qwen27b,120,1.0,1.0,0.7387747615553925,False,invitation,proposal,suggestion_invitation,suggestion_invitation,John invites Joan to watch A Star is Born on Wednesday.,John invites Joan to see a movie on Wednesday.,John and Joan,John,watch,invite,A Star is Born,movie 'A Star is Born',,Joan,"wanna go see ""A Star is Born"" on Wed?","wanna go see ""A Star is Born"" on Wed?",0.7252970297029704,0.06363636363636363,1.0,
qwen27b,120,2.0,2.0,0.6543809523809524,False,refusal,refusal,other,other,Joan cannot go on Wednesday because she is busy.,Joan declines the Wednesday invitation due to being busy.,Joan,Joan,cannot go,refuse,Wednesday movie plan,Wednesday plan,John,John,sorry can't super busy,sorry can't super busy,0.4033333333333333,0.0,1.0,
qwen27b,120,3.0,3.0,0.4802890551238289,False,alternative proposal,counter-proposal,suggestion_invitation,suggestion_invitation,Joan proposes Thursday around 8 p.m. instead.,Joan suggests Thursday as an alternative time.,John and Joan,Joan,watch,propose,A Star is Born on Thursday around 8 p.m.,Thursday,,John,I'm free on Thursday around 8pm?,I'm free on Thursday,0.36564102564102563,0.0,0.7892307692307692,
qwen27b,120,4.0,4.0,0.8316566566566566,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,John agrees to meet on Thursday 8pm.,John agrees to meet on Thursday.,John,John,accepts,accept,Thursday plan,Thursday plan,,Joan,I could do Thursday sure sounds great,I could do Thursday,0.9294117647058824,0.3230769230769231,0.7102272727272727,
qwen27b,120,5.0,6.0,0.7326547231270357,False,commitment,commitment,commitment_plan,commitment_plan,John will send Joan the location details.,John commits to finding the venue and sending details.,John,John,send,send details,location details,movie playing info,Joan,Joan,I'll see where it's palying and send you the details,I'll see where it's palying and send you the details,0.3984868421052632,0.6083333333333334,1.0,
qwen27b,120,,5.0,,,,confirmation,,,,Joan confirms the specific time of 8pm.,,Joan,,confirm,,8pm,,John,,ok! so around 8pm?,,,,extra_model_event
qwen27b,137,1.0,1.0,0.8457865168539327,False,request,request,question_request,question_request,Peyton wants Cameron to bring a video game.,Peyton requests Cameron to bring a video game.,Cameron,Cameron,bring,bring,video game,video game,Peyton,Peyton,bring that video game for me,I have been asking you to bring that video game for me,0.8833567415730337,1.0,0.6723577235772358,
qwen27b,137,2.0,2.0,0.7306685366993921,False,explanation,explanation,commitment_plan,commitment_plan,Cameron explains that he cannot come home soon.,Cameron explains inability to return home due to lack of time.,Cameron,Cameron,stay out of town,stay out of town,another week,,,,not having enough time to come home stay out of town for another week,I am not having enough time to come home I will have to stay out of town for another week,0.4043457267020763,1.0,0.8409903201787043,
qwen27b,137,3.0,3.0,0.7009341692789969,False,suggestion,proposal,suggestion_invitation,suggestion_invitation,Peyton suggests that Cameron send the game by courier.,Peyton suggests using a courier to deliver the game instead.,Cameron,Cameron,deliver,deliver via courier,video game,video game,Peyton,Peyton,deliver that game through the courier,Cant you just deliver that game through the courier?,0.5692982456140351,0.5134615384615384,0.8110112359550562,
qwen27b,137,,4.0,,,,command,,,,Peyton insists Cameron complete the task and return home immediately.,,Cameron,,get the job done and come home,,,,Peyton,,Get the job done and come to home then. ASAP,,,,extra_model_event
qwen27b,139,2.0,1.0,0.5971343873517786,False,commitment,statement,commitment_plan,inform_update,Paul will schedule a new physiotherapy appointment.,Paul acknowledges missing his appointment and commits to rescheduling.,Paul,Paul,schedule,schedule,new appointment,new physiotherapy appointment,,,I'll schedule a new appointment,I forgot about my physiotherapy I'll schedule a new appointment,0.31869834710743805,1.0,0.6641843971631205,
qwen27b,139,3.0,2.0,0.5217836257309942,False,update,statement,inform_update,inform_update,Emma says she will come home after midnight.,Emma informs Paul of her late return time.,Emma,Emma,come home,return home,after midnight,,,,I'll be home after midnight,I'll be home after midnight,0.2196220930232558,0.535,1.0,
qwen27b,139,4.0,3.0,1.0,False,offer,offer,commitment_plan,commitment_plan,Paul offers to prepare food for Emma.,Paul offers to prepare food for Emma.,Paul,Paul,prepare,prepare,food,food,Emma,Emma,Do you want me to prepare some food for you?,Do you want me to prepare some food for you?,1.0,1.0,1.0,
qwen27b,139,5.0,4.0,1.0,False,acceptance,acceptance,agreement_confirmation,agreement_confirmation,Emma accepts Paul's offer to prepare food.,Emma accepts Paul's offer to prepare food.,Paul,Paul,prepare,prepare,food,food,Emma,Emma,That would be lovely,That would be lovely,1.0,1.0,1.0,
qwen27b,139,1.0,,,,disclosure,,,,Paul says he forgot his physiotherapy appointment.,,Paul,,forgot,,physiotherapy,,,,I forgot about my physiotherapy,,,,,omitted_reference_event
qwen27b,192,1.0,1.0,0.6284344335414809,False,disclosure,inform,inform_update,inform_update,Harris tells Lena that his friend Aoki died yesterday.,Harris reveals the death of his friend Aoki.,Aoki,Harris,died,discloses,,Aoki's death,,Lena,My friend Aoki died yesterday,My friend Aoki died yesterday.,0.534453781512605,0.16153846153846155,0.9940677966101695,
qwen27b,192,2.0,2.0,0.49563492063492065,False,uncertainty,state,other,other,Harris does not know what happened to Aoki.,Harris expresses uncertainty about the cause of death.,Harris,Harris,does not know,speculates,cause of death,cause of death,,Lena,Not sure yet,Not sure yet. Thinking the worst...,0.22557989690721647,0.0608695652173913,0.6120567375886525,
qwen27b,192,3.0,3.0,0.5489643196758589,False,background information,inform,inform_update,inform_update,Harris says he has not seen Aoki for a few months and that she lived in Michigan.,Harris clarifies he has not seen Aoki recently due to distance.,Harris,Harris,had not seen,reports,Aoki for a few months,lack of recent contact,,Lena,Not for a few months She lives in Michigan,Not for a few months. She lives in Michigan.,0.473015873015873,0.11052631578947367,0.991860465116279,
qwen27b,192,,4.0,,,,terminate,,,,Harris ends the conversation because his mother is calling.,,Harris,,ends conversation,,chat,,Lena,,"Got to go, mom's calling.",,,,extra_model_event
qwen27b,210,4.0,1.0,0.6868092691622103,False,plan,proposal,commitment_plan,suggestion_invitation,Yaz will pick Mary up around 6.,Yaz proposes picking up Mary to go to the slimming club.,Yaz,Yaz,pick up,pick up,,,Mary,Mary,"See you at 6ish, pick you up!","See you at 6ish, pick you up!?",0.35344827586206895,1.0,0.9940677966101695,
qwen27b,210,1.0,,,,question,,,,Yaz asks whether Mary is going to slimming club tonight.,,Mary,,go to,,slimming club tonight,,,,Going to slimming club tonight?,,,,,omitted_reference_event
qwen27b,210,2.0,,,,reluctant acceptance,,,,Mary does not want to go but thinks she should.,,Mary,,go to,,slimming club,,,,"I don't want to, but I really should",,,,,omitted_reference_event
qwen27b,210,3.0,,,,expectation,,,,Mary expects they will be told off for eating too much.,,slimming club leader,,tell off,,Yaz and Mary,,Yaz and Mary,,She'll tell us off,,,,,omitted_reference_event
qwen27b,210,,2.0,,,,acceptance,,,,Mary agrees to the plan to meet at 6.,,Mary,,meet,,,,Yaz,,Yep! See you then!,,,,extra_model_event
qwen27b,211,1.0,1.0,0.509902453443689,False,update,status update,inform_update,inform_update,Camille says she is sick.,Camille informs the group that she is ill and likely unable to attend.,Camille,Camille,is sick,reports illness,,,,Ellie,I'm sick,I'm sick :/,0.37140350877192985,0.09545454545454544,0.9447368421052631,
qwen27b,211,2.0,2.0,0.6320500927643784,False,information request,inquiry,question_request,question_request,Ellie asks where their classes are being held.,Ellie asks Aaliyah for the current location of their classes.,Ellie,Aaliyah,ask location,provide location,classes,class location,Aaliyah,Ellie,where are we having our classes now?,"Aali, where are we having our classes now?",0.48515057113187954,0.55,0.9297435897435897,
qwen27b,211,3.0,3.0,0.6467448680351906,False,answer,information provision,other,inform_update,Aaliyah tells Ellie the class is in room 342 on the second floor.,Aaliyah specifies the room and floor for the classes.,,Aaliyah,be located,states location,room 342 on the second floor,room 342 on the second floor,,Ellie,342 on the second floor,342 on the second floor,0.4437596302003082,0.196,1.0,
qwen27b,212,1.0,1.0,0.7115789473684211,False,information sharing,sharing content,inform_update,other,Nathan sends Aaron a video.,Nathan shares a video file with Aaron.,Nathan,Nathan,send,sends,video,video,Aaron,Aaron,<file_video>,<file_video>,0.637948717948718,0.31111111111111106,1.0,
