,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
330,It's Valentine's day. Bella plans to order some pizza home. Aria will come to Warsaw as soon as she quits. This year Bella will probably go to Korea to get regular checkup. ,It's Valentine's Day in Warsaw. There are a lot of vendors selling roses on the street and chocolate everywhere. It's 3 degrees today. Bella will order some pizza home. Aria will fly to Warsaw as soon as she finishes work. Bella is probably going to Korea to get regular checkup.,62.07,47.06,59.77,93.19,59.65
331,No one wants to play ball with Sawyer tonight.,Sutter is injured and can't go to the ball game tonight. The game starts at 8.,23.08,0.0,23.08,88.67,32.89
332,Daina needs about an hour more to get ready.,Daina needs to put on her make up. It will take her about an hour.,50.0,27.27,41.67,93.61,62.12
333,Viola is having her wedding soon and still has some things to organize. Carmen comes on Friday and is willing to help Viola.,Carmen will be on Friday night to help Viola organize the wedding.,45.71,18.18,34.29,90.98,46.56
334,Madeline is in conflict with Martin and Jada. Alex and Madeline will go for a beer tomorrow. Madeline will explain her issues with Martin and Jada to Alex.,Madeline and Alex had a fight today. They are going for a beer tomorrow.,33.33,15.0,33.33,92.9,57.96
335,Mom wants Betty to call the grandfather from time to time.,Betty has been busy. Mom wants Betty to call Grandpa from time to time.,72.0,60.87,72.0,95.35,72.46
336,"William is making spaghetti alla vongole for dinner. It's an Italian dish and it involves pasta, garlic, wine and clams.",William will prepare spaghetti alla vongole for dinner.,41.38,29.63,41.38,93.41,60.94
337,"Maria suggests to meet after the IMF lecture to discuss the presentation which is due on Monday. Maria, Alexander, Martha and Sarah will meet tomorrow at 17:15. Lawrence will be late.","Maria, Martha, Alexander and Lawrence will meet tomorrow evening at 17:15 to discuss all remaining questions after the IMF lecture and do the calculations. Sarah will not be there, because she is working.",66.67,31.25,33.33,92.93,58.1
338,Molly and Anna will go to the Muse concert in Cracow.,Molly has a free ticket to the Muse concert in Cracow. Hannah and Anna don't want to go.,66.67,42.86,46.67,94.4,66.83
339,"Tabby has 2 exams next week. Laura passed all her exams but one. Tabby may come to Daisy's party on Saturday, depending on her studying progress. ",Tabby has 2 exams next week. Laura passed all exams but one. Tabby will see how much progress she makes with studying over the next couple of days before going to Daisy's party on Saturday.,66.67,52.46,60.32,95.4,72.73
340,Becky and Trent are taking care of Joel's cat Coco. Coco likes them both and is behaving rather well so far. ,Becky has a new kitten named Coco. It took her 2 days to win her over.,10.53,0.0,10.53,89.16,35.79
341,Sosie will be at Kyra's flat in 5 minutes. The flat number is 187.,Sosie will be at Kyra's flat in 5 minutes.,80.0,78.26,80.0,96.37,78.5
342,"Ronnie uses three different bins for waste. He doesn't use straws, neither plastic bags. Clint and Ronnie agree that environment protection depends on the government. ","Ronnie's city uses three different bins: compost, recycle and trash. People there live in a different world when it comes to environmental awareness.",24.0,12.5,24.0,88.92,34.34
343,Adam called Tina. She is at work. Her cell's battery's low. She will cal Adam later in the evening or tomorrow after 9 am.,Tina is still at work and her phone is dying. Adam will call her when she's back home.,40.0,4.65,26.67,89.54,38.0
344,Natalie is pregnant with Dave. Jane didn't think Sally should share it with others as Natalie told them that in confidence. Henriette and Greg are surprised that the father is Dave not Mike.,Natalie is pregnant. Dave is the father.,34.15,15.38,29.27,91.78,51.27
345,Nick will got some lunch for Steve - it can be anything but chicken. ,Nick will bring Steve some lunch.,52.63,23.53,42.11,91.75,51.09
346,"Gemma will invite Timmy and his Date, as well as Lona and Michelle to her wedding.",Gemma wants to invite Timmy and his date to Lona and Michelle's wedding.,73.33,42.86,66.67,94.0,64.47
347,"Millie is sick, so she won't come today.",Millie is sick and won't come today.,82.35,66.67,82.35,98.12,88.85
348,Lisa isn't going home yet. Daisy wants her to be back before 11 p.m.,Lisa will be back before 11 pm.,43.48,28.57,43.48,90.73,45.1
349,Tina will make it for the bus that is leaving in 3 minutes.,Tina is almost there. The bus is leaving in 3 minutes.,66.67,45.45,66.67,95.47,73.15
350,Sophie accepts some quince from Noah. Noah has left the quince in a basket on his terrace and the twins can pick it up any time. The twins are in college. Noah's son is in the military. He is still single but reportedly not gay.,Sophie is interested in buying a quince from Noah. William went to collect the rest of them for her immediately. They're in a basket on Noah's terrace. The quince will keep for a couple of days. Sophie will talk to Frank and maybe to the twins too and go back to Noah asap.,39.6,16.16,27.72,89.05,35.13
351,"Harry goes to Ikea. He will buy some furniture, frozen cake and a bag of meatballs for Sarah. Harry will use Sarah’s Ikea Family card.","Harry is going to Ikea. He will buy a white table cloth 120 cm x 140 cm, two medium size wardrobe organisers (the ones with grey flowers), one wooden spatula and three bottle cleaners for Sarah.",32.26,16.67,29.03,87.83,27.9
352,"Cindy is sad, but doesn't want to talk about the reason. Ellie hasn't seen the funny video that went viral. ",Cindy is sad. Ellie sends her a funny video.,38.71,20.69,38.71,92.24,53.99
353,Jannet thanks Nadia for coming to her place yesterday. Nadia enjoyed the party and is still in a dancing mood. They are going to the disco next time.,Nadia and Jannet had fun yesterday. They will go to the disco next time.,47.62,20.0,38.1,93.52,61.62
354,Jeff and Mark are amazed by his car. They bet 100 dollars who gets to drive it first.,Jeff and Mark are amazed by his new car. Jeff will bet Mark 100 bucks that he will be the first one to drive it.,65.12,39.02,60.47,95.04,70.61
355,"Ann, Sue and Julie did a great job and they will have a little celebration tonight.",Ann congratulates Sue and Julie on their success. They will have a little celebration tonight.,70.97,55.17,70.97,94.66,68.35
356,Kathy had her hair cut.,Kathy's aunt is getting her hair cut today. Kathy is also going to get it cut a bit shorter.,32.0,17.39,32.0,93.58,61.95
357,"Claudia, Andy and Mark stayed after hours at Mr. Benson's request. Mr. Benson is currently discussing a contract with a new client in Per and he wants to organize their work remotely.",Mr. Benson is in Peru discussing a contract with a new client. He wants to discuss his work with Claudia and Andy.,65.45,37.74,50.91,91.46,49.41
358,"Jane thinks Den's mum needs to get out more, so Den suggests to invite her for tea, fish and chips on Friday after work.",Den's mother cried over a TV show this morning. Jane thinks she needs to get out of the house more. Den will invite her for tea on Friday.,59.26,34.62,51.85,92.46,55.3
359,Mum is at school in front of the door. Ludo's rooms is 112 and his class is class 3. The same goes for Hugo and Charles. The building is big and has a big garden. The meeting is about to start.,Ludo is in room 112 with Hugo and Charles in class 3.,33.33,11.54,22.22,89.04,35.07
360,Chandler asks Phoebe to open the door and pay the delivery guy standing outside his door.,Phoebe will open her door and pay the delivery guy.,61.54,41.67,61.54,94.53,67.57
361,Max's sister is studying in Shanghai and she already speaks Chinese. She doesn't find the whole experience amazing but she believes it's a good investment.,Max's sister is studying in Shanghai.,40.0,36.36,40.0,92.37,54.82
362,Russ received David's report but hasn't read it yet.,Russ hasn't read the report David emailed yesterday yet. He will do it by midday. David will answer some emails.,50.0,13.33,31.25,92.37,54.76
363,Ben won't go with Catherine to visit uncle Steve. He will visit her and the boys. ,Catherine and Ben are going to visit their uncle Steve. Ben doesn't want to go because he doesn't like family visits.,50.0,10.53,30.0,91.08,47.13
364,"Kaya is looking for Clay, who is in the classroom.",Clay will meet Kaya in the class room.,44.44,12.5,33.33,91.96,52.36
365,Alice and Sean will wash the car on their way tomorrow.,Sean won't be able to take the car to the carwash because he has to finish his report first. He will take it tomorrow.,27.78,5.88,22.22,90.37,42.95
366,Julia will be waiting for Bert with the dinner. Bert is coming home around 8.,Bert is getting home around 8-ish. Julia will wait for him with the dinner.,73.33,42.86,40.0,95.65,74.23
367,Steve is happy that he got a new dishwasher installed.,Steve's new dishwasher has arrived. It's a 12 place setting one.,34.78,9.52,26.09,92.3,54.39
368,Michelle is still researching and Harvey cannot wait all day for the update. Michelle can't see most of the things as it's black hat and it installs bugs on her computer.,Harvey is waiting for an update. Michelle is still researching.,32.56,19.51,18.6,89.89,40.1
369,Joy is coming back on Thursday.,Joy is coming back on Thursday.,100.0,100.0,100.0,100.0,100.0
370,"Julia was at cafe Kohaku near Covent Garden last week, but it's closed down now to her and Henry's surprise. She contacted the owners, but they haven't replied yet. Henry and his cousin went to the Lily's in the end, but it had a different vibe.",The cafe Kohaku near Covent Garden is closed. Julia and Henry are disappointed. They went to the Lilly's instead.,42.86,20.59,37.14,91.9,52.0
371,Olivia has to sort out her accounts and upload a few videos on YouTube. Jake is complaining that Sony Music tried to appropriate his own music.,Olivia is going to do her accounts and upload a few videos to YouTube. She doesn't do much post-production.,51.06,26.67,42.55,91.45,49.36
372,Emily's a guest at Linda's house. She broke one of Linda's green tea cups when she was cleaning the cupboards. Linda doesn't like them and she offers Emily the whole set.,Emily has broken one of Linda's green tea cups while cleaning the cupboards in the dining room.,45.28,31.37,45.28,92.56,55.91
373,Camilla and Tom will go to Dublin this weekend.,Tom and Camilla are going to Dublin for 2 days this weekend.,66.67,21.05,47.62,96.72,80.58
374,"Stella doesn't want to visit Sandra because she doesn't want to get infected by Sandra's disease. Sandra's doctor prescribed her effective medicines, so she will be fine soon. Stella wants to take Sandra to the cinema for some action movie when she recovers.",Sandra is recovering from the disease. Stella wants to take her to the cinema.,32.79,16.95,29.51,90.69,44.85
